trap.id x y usage
1 476440.214529125 5362547.40419675 111111111111111111111111111111
2 477202.056897387 5362470.18462475 111111111111111111111111111111
3 477571.702980622 5362385.34331131 111111111111111111111111111111
4 476471.529873919 5362961.01998384 111111111111111111111111111111
5 476782.346132289 5362975.17650893 111111111111111111111111111111
6 477285.369713142 5362948.43702505 111111111111111111111111111110
7 477669.905398992 5362894.41896439 111111111111111111111000000000
8 476518.034335826 5363470.29057201 111111111111111111111111111111
9 477134.740574871 5364125.44037109 111111111111111111111111111111
10 477028.598878127 5363489.81195476 111111111111111111111111111111
11 477375.685020501 5363330.94459058 111111111111111111111111111111
12 476555.894150313 5363680.09488943 111111000000000000000000000000
13 476814.114593429 5363506.12396866 111111111111111111111111111111
14 476404.923083611 5364733.61617933 111111111111111111111111111111
15 476891.685772748 5364385.78992637 111111111111111111111111111111
16 477091.530154967 5364415.85508972 111111111111111111111111111111
17 476538.905416931 5364936.84530567 111111111111111111111111111111
18 476842.065382193 5364913.98333388 111111111111111111111111111111
19 477358.401460248 5364559.90274461 111111111111000000000000000000
20 477175.323289048 5365017.61175432 111111111111111110000000000000
21 476455.599990809 5363600.33073223 111111111111111111111111111111
22 476695.904894976 5365343.76971608 111111111111111111111111111111
23 477368.26591288 5365177.3955699 111111111111111111111111111111
24 476712.220235167 5365714.22264252 111111111111111111111111111111
25 477132.729056945 5365459.31971366 111111111111111111111111111111
26 477222.904787807 5365814.03879419 111111111111111111111111111111
27 478124.934502231 5365764.16667616 111111111111111111111111111111
28 476647.483831696 5366156.02615876 111111111111111111111111111110
29 476878.346618573 5366553.38811311 111111111111111111111111111111
30 477528.34884438 5366377.86149744 111111111111111111111111111111
31 477830.371239357 5366083.34198717 111111111111111111111111111111
32 476318.584493124 5367080.60827221 111111111111111111111111111111
33 476494.028348267 5366598.19850547 111110000000000000000000000000
34 477854.451991481 5366568.01173932 111111111111111111111111111111
35 477035.202986701 5366941.79662331 111111111111111111111111111111
